Hours Studied;Previous Scores;Extracurricular Activities;Sleep Hours;Sample Question Papers Practiced;Performance Index
7;43;Yes;6;7;32.00.00
7;50;Yes;5;0;44.00.00
2;57;No;5;9;35.00.00
7;81;Yes;9;4;74.00.00
1;88;Yes;8;4;64.00.00
5;69;No;6;0;57.00.00
9;54;No;4;5;46.00.00
7;45;No;7;5;36.00.00
7;94;Yes;6;3;85.00.00
2;92;No;4;5;71.00.00
8;55;No;5;5;49.00.00
3;86;Yes;9;0;71.00.00
8;79;Yes;7;4;76.00.00
3;48;No;7;1;26.00.00
7;82;Yes;6;6;74.00.00
2;98;No;8;8;78.00.00
4;73;Yes;4;8;59.00.00
6;66;No;9;8;55.00.00
9;52;Yes;9;6;51.00.00
5;75;Yes;6;6;57.00.00
9;66;Yes;8;0;63.00.00
5;48;No;8;5;37.00.00
8;44;No;8;4;41.00.00
1;90;No;7;7;67.00.00
7;61;Yes;4;7;56.00.00
4;70;Yes;4;3;51.00.00
5;42;Yes;6;0;26.00.00
6;69;No;5;5;56.00.00
5;60;Yes;6;9;48.00.00
1;74;No;4;0;52.00.00
9;45;No;7;4;42.00.00
2;67;No;6;4;41.00.00
9;71;No;5;2;64.00.00
2;81;No;9;4;57.00.00
9;76;Yes;6;5;72.00.00
6;64;Yes;8;4;52.00.00
9;71;Yes;5;0;67.00.00
6;74;Yes;8;6;61.00.00
6;61;Yes;7;2;51.00.00
2;63;Yes;4;6;42.00.00
8;78;No;6;4;71.00.00
3;93;Yes;6;2;74.00.00
7;69;No;8;5;62.00.00
5;89;No;8;0;76.00.00
3;71;No;4;5;50.00.00
1;70;No;6;3;42.00.00
8;62;No;4;3;55.00.00
3;79;Yes;8;4;60.00.00
2;72;Yes;9;8;52.00.00
1;64;Yes;8;0;36.00.00
4;75;No;5;2;53.00.00
8;63;Yes;8;3;54.00.00
3;70;Yes;8;1;47.00.00
1;97;No;9;8;70.00.00
4;78;No;4;6;62.00.00
9;85;Yes;5;0;82.00.00
1;52;No;5;8;26.00.00
2;49;No;6;5;25.00.00
9;62;No;9;1;55.00.00
2;57;Yes;7;0;34.00.00
3;71;No;6;5;51.00.00
7;72;No;6;6;63.00.00
3;75;No;6;9;54.00.00
9;67;No;5;5;62.00.00
6;55;No;4;6;43.00.00
3;55;Yes;8;5;34.00.00
9;57;Yes;5;7;56.00.00
1;47;No;8;1;24.00.00
3;81;No;8;8;65.00.00
1;55;Yes;7;8;31.00.00
2;94;Yes;6;8;72.00.00
8;95;No;7;6;90.00.00
7;50;No;6;8;43.00.00
2;45;Yes;5;0;23.00
2;40;No;8;2;18.00
9;51;No;7;1;44.00.00
6;96;Yes;9;0;84.00.00
5;77;Yes;5;4;62.00.00
6;67;Yes;5;0;56.00.00
9;84;Yes;9;2;87.00.00
7;97;No;6;5;89.00.00
9;56;No;8;5;55.00.00
4;40;No;6;2;18.00
2;71;No;6;3;46.00.00
8;47;Yes;5;6;42.00.00
4;93;Yes;6;5;72.00.00
9;79;No;4;1;75.00.00
4;95;No;9;8;79.00.00
8;82;No;9;5;78.00.00
9;85;Yes;8;1;81.00.00
9;63;Yes;9;6;63.00.00
4;49;Yes;6;9;35.00.00
1;86;No;6;9;63.00.00
3;78;No;7;3;59.00.00
9;78;No;8;0;76.00.00
4;49;Yes;8;9;33.00.00
5;75;No;9;8;62.00.00
7;64;Yes;6;9;58.00.00
5;99;No;4;7;82.00.00
4;89;No;7;4;73.00.00
2;98;Yes;4;2;75.00.00
2;96;Yes;6;3;71.00.00
4;49;No;8;2;30.00.00
9;58;Yes;8;9;58.00.00
8;85;Yes;4;7;80.00.00
3;84;Yes;5;4;65.00.00
9;54;Yes;6;7;51.00.00
5;55;Yes;8;0;44.00.00
3;41;No;9;8;23.00
5;68;No;5;9;56.00.00
4;43;No;8;2;25.00.00
8;92;No;9;0;89.00.00
5;89;Yes;8;2;75.00.00
8;68;No;5;1;60.00.00
9;70;Yes;4;6;64.00.00
4;56;No;6;9;40.00.00
7;49;No;5;3;37.00.00
2;66;Yes;5;6;42.00.00
6;92;No;8;2;78.00.00
8;80;No;9;5;72.00.00
7;54;No;5;6;44.00.00
7;99;No;6;6;89.00.00
8;83;No;4;4;77.00.00
7;70;No;9;5;62.00.00
5;60;No;4;2;46.00.00
7;99;Yes;4;3;94.00.00
3;98;No;6;5;80.00.00
5;97;No;8;2;83.00.00
7;80;No;9;6;74.00.00
9;85;No;9;2;85.00.00
2;84;No;6;8;61.00.00
4;99;No;9;3;85.00.00
7;65;Yes;5;1;58.00.00
1;77;No;7;5;52.00.00
2;90;No;7;8;69.00.00
9;75;Yes;7;9;78.00.00
7;91;Yes;4;9;82.00.00
7;56;No;9;1;47.00.00
6;90;No;6;3;79.00.00
3;42;No;9;4;21.00
3;53;Yes;6;8;33.00.00
2;88;Yes;9;6;65.00.00
6;52;No;4;4;35.00.00
4;80;No;5;5;63.00.00
5;66;Yes;7;8;50.00.00
3;40;Yes;7;3;18.00
6;96;Yes;9;1;88.00.00
3;56;Yes;4;4;35.00.00
8;87;No;7;6;82.00.00
9;89;Yes;9;3;87.00.00
4;73;Yes;8;0;59.00.00
9;53;No;9;7;56.00.00
7;93;Yes;6;4;86.00.00
3;94;No;7;9;70.00.00
7;98;Yes;7;1;90.00.00
1;56;No;8;2;28.00.00
3;42;Yes;5;9;21.00
6;73;No;9;9;64.00.00
4;79;No;5;4;61.00.00
7;64;Yes;9;3;54.00.00
3;41;No;8;8;20.00
1;73;No;5;8;49.00.00
9;65;Yes;4;7;65.00.00
6;70;No;8;1;61.00.00
8;48;No;9;4;40.00.00
3;69;Yes;6;7;49.00.00
8;59;Yes;6;7;52.00.00
2;60;No;6;6;38.00.00
4;68;No;9;3;51.00.00
3;98;No;7;2;76.00.00
1;64;No;8;7;42.00.00
7;77;No;8;7;68.00.00
2;97;Yes;5;9;77.00.00
4;83;No;8;4;65.00.00
9;64;Yes;8;2;63.00.00
6;48;Yes;5;4;35.00.00
8;78;Yes;8;3;71.00.00
2;83;Yes;8;7;64.00.00
7;65;No;4;1;53.00.00
6;96;No;9;7;87.00.00
9;76;No;5;9;71.00.00
7;55;Yes;4;5;43.00.00
1;76;Yes;7;3;54.00.00
8;51;No;5;2;44.00.00
3;63;Yes;9;9;45.00.00
2;65;No;8;4;42.00.00
3;59;Yes;8;5;38.00.00
6;48;Yes;4;0;36.00.00
3;62;Yes;4;0;43.00.00
5;78;Yes;7;9;67.00.00
6;68;Yes;7;2;58.00.00
8;70;Yes;9;1;64.00.00
7;58;Yes;8;0;51.00.00
8;59;No;6;7;57.00.00
3;62;No;7;0;40.00.00
4;82;Yes;8;9;68.00.00
6;66;Yes;7;7;58.00.00
7;69;No;5;4;63.00.00
9;60;Yes;4;3;56.00.00
1;83;No;8;7;60.00.00
8;74;No;7;7;68.00.00
8;88;No;4;7;82.00.00
6;46;No;6;2;33.00.00
4;61;No;7;7;47.00.00
3;49;Yes;8;0;32.00.00
3;62;Yes;5;3;39.00.00
6;54;No;4;4;41.00.00
8;69;Yes;4;5;61.00.00
7;73;No;5;4;63.00.00
1;52;Yes;8;4;27.00.00
6;99;Yes;9;4;88.00.00
7;43;Yes;6;8;35.00.00
7;57;Yes;9;9;48.00.00
9;95;Yes;5;9;95.00.00
5;62;Yes;6;2;48.00.00
1;72;Yes;8;1;45.00.00
2;73;Yes;7;9;49.00.00
4;73;No;7;1;57.00.00
5;75;No;9;7;61.00.00
9;74;Yes;8;4;75.00.00
1;56;Yes;6;4;26.00.00
3;67;Yes;9;5;47.00.00
5;53;No;5;8;37.00.00
3;73;Yes;9;6;55.00.00
4;87;Yes;8;4;73.00.00
3;50;No;8;4;30.00.00
4;96;No;7;9;80.00.00
1;52;No;5;8;24.00.00
8;72;Yes;7;8;66.00.00
4;96;No;6;1;77.00.00
7;94;Yes;6;6;86.00.00
2;41;No;4;9;13.00
2;73;Yes;8;0;52.00.00
6;92;Yes;5;3;80.00.00
2;68;Yes;5;1;44.00.00
6;76;No;7;9;68.00.00
2;43;Yes;9;8;23.00
4;51;Yes;9;5;36.00.00
7;65;Yes;7;3;58.00.00
8;97;No;9;2;91.00.00
3;67;Yes;5;3;48.00.00
9;42;Yes;7;1;40.00.00
2;59;Yes;9;4;33.00.00
8;49;Yes;4;8;46.00.00
8;91;No;8;5;87.00.00
4;57;Yes;4;1;39.00.00
1;92;No;9;5;70.00.00
1;92;No;6;8;67.00.00
2;92;Yes;5;3;68.00.00
9;66;No;4;0;61.00.00
2;70;No;4;1;51.00.00
2;66;No;7;4;43.00.00
6;81;Yes;7;9;70.00.00
7;40;No;7;6;34.00.00
7;45;No;9;7;33.00.00
9;50;Yes;6;2;46.00.00
6;73;Yes;4;8;60.00.00
8;78;No;8;1;73.00.00
6;59;No;7;3;47.00.00
2;92;No;6;3;67.00.00
1;60;Yes;9;5;37.00.00
5;60;No;6;9;44.00.00
9;57;Yes;7;5;55.00.00
8;60;No;5;2;52.00.00
4;58;No;4;8;42.00.00
5;43;Yes;7;4;28.00.00
5;52;No;8;1;31.00.00
6;57;Yes;4;5;42.00.00
3;91;No;6;2;71.00.00
5;68;Yes;8;7;54.00.00
2;64;Yes;4;2;42.00.00
1;95;No;8;4;68.00.00
1;52;Yes;6;3;27.00.00
7;66;No;7;3;59.00.00
2;99;Yes;8;1;77.00.00
4;58;Yes;7;7;43.00.00
5;88;Yes;6;2;73.00.00
7;40;No;6;3;31.00.00
2;77;Yes;8;5;55.00.00
6;58;Yes;8;8;49.00.00
1;91;Yes;6;3;65.00.00
7;40;No;8;2;30.00.00
9;79;No;8;4;75.00.00
5;56;Yes;8;8;43.00.00
5;60;Yes;9;0;49.00.00
4;61;No;8;4;44.00.00
3;54;Yes;4;3;35.00.00
9;89;Yes;6;4;88.00.00
5;78;Yes;6;6;65.00.00
8;87;Yes;5;6;82.00.00
9;78;Yes;7;6;76.00.00
5;71;Yes;5;0;54.00.00
9;88;No;8;8;90.00.00
2;43;Yes;8;6;23.00
9;83;Yes;4;3;79.00.00
4;84;No;4;3;65.00.00
6;71;No;4;1;59.00.00
6;43;No;4;5;28.00.00
6;92;No;4;9;79.00.00
2;40;Yes;4;2;11.00
7;72;No;4;0;61.00.00
6;46;Yes;4;4;36.00.00
1;48;No;9;5;22.00
2;40;No;4;4;20.00
7;55;No;6;4;45.00.00
1;57;Yes;4;9;32.00.00
1;93;No;7;7;68.00.00
1;86;No;4;9;55.00.00
8;45;No;9;0;38.00.00
4;41;Yes;8;7;23.00
4;48;Yes;9;6;33.00.00
2;43;No;9;0;22.00
1;84;Yes;8;8;60.00.00
9;62;No;4;3;58.00.00
7;93;Yes;4;6;84.00.00
4;82;No;8;2;67.00.00
6;84;Yes;7;7;79.00.00
2;82;No;5;3;61.00.00
7;90;Yes;6;1;80.00.00
2;47;Yes;8;1;27.00.00
8;78;No;4;7;72.00.00
8;64;No;6;7;61.00.00
1;55;Yes;4;0;25.00.00
8;74;No;5;5;67.00.00
2;56;No;5;8;33.00.00
6;57;No;8;8;46.00.00
1;99;No;6;1;73.00.00
5;66;Yes;9;7;54.00.00
7;54;No;6;7;44.00.00
1;99;Yes;9;3;74.00.00
2;56;Yes;5;3;31.00.00
7;82;No;4;4;73.00.00
6;44;No;9;9;34.00.00
3;55;Yes;9;6;36.00.00
2;54;No;8;0;27.00.00
4;81;No;7;8;66.00.00
3;85;Yes;5;2;66.00.00
7;73;Yes;9;3;64.00.00
8;87;Yes;5;6;82.00.00
2;58;No;8;4;34.00.00
7;47;No;4;4;38.00.00
8;86;Yes;6;0;79.00.00
6;49;Yes;5;1;35.00.00
6;44;No;8;4;33.00.00
1;91;No;8;1;65.00.00
4;87;No;8;0;69.00.00
1;92;Yes;6;9;66.00.00
4;65;No;5;2;45.00.00
2;61;No;9;0;37.00.00
5;83;Yes;8;9;71.00.00
9;62;No;6;7;59.00.00
3;52;Yes;4;7;32.00.00
8;48;No;7;7;40.00.00
3;88;Yes;5;6;73.00.00
6;59;Yes;6;6;48.00.00
4;67;Yes;7;1;52.00.00
8;83;No;7;8;79.00.00
6;96;No;6;6;85.00.00
8;76;No;9;4;72.00.00
1;63;No;9;3;39.00.00
6;83;Yes;6;7;72.00.00
1;72;No;6;4;51.00.00
1;59;No;8;5;36.00.00
8;99;Yes;4;3;89.00.00
7;87;Yes;9;1;82.00.00
3;69;Yes;8;6;51.00.00
6;83;Yes;7;1;75.00.00
9;48;No;7;6;44.00.00
7;84;Yes;7;6;72.00.00
3;88;No;6;0;66.00.00
6;56;No;5;9;41.00.00
4;75;Yes;8;9;59.00.00
3;53;Yes;5;2;31.00.00
9;58;Yes;4;2;54.00.00
2;46;Yes;4;5;23.00
1;98;Yes;8;2;75.00.00
2;42;No;7;8;21.00
7;72;Yes;9;4;69.00.00
1;83;No;4;5;56.00.00
6;71;Yes;5;5;60.00.00
7;86;No;5;7;79.00.00
9;50;No;9;9;47.00.00
8;81;No;6;2;72.00.00
6;41;Yes;7;8;31.00.00
3;65;Yes;6;6;45.00.00
8;43;Yes;8;5;40.00.00
7;56;No;4;0;46.00.00
3;56;No;9;3;38.00.00
9;67;Yes;9;4;64.00.00
2;69;Yes;9;1;46.00.00
3;79;No;6;0;58.00.00
2;62;No;6;1;37.00.00
1;85;Yes;8;7;62.00.00
4;63;Yes;5;9;49.00.00
5;68;Yes;5;5;53.00.00
6;43;No;8;9;30.00.00
5;77;No;9;1;59.00.00
1;68;Yes;5;8;40.00.00
3;58;Yes;8;7;37.00.00
1;66;Yes;5;3;41.00.00
5;68;Yes;8;9;56.00.00
5;95;Yes;5;6;81.00.00
6;75;No;9;2;66.00.00
8;74;Yes;6;5;71.00.00
1;91;No;6;2;64.00.00
4;45;No;9;9;31.00.00
1;98;No;5;2;72.00.00
9;62;No;9;8;57.00.00
7;78;No;8;5;67.00.00
7;85;No;6;7;76.00.00
5;83;No;4;3;68.00.00
7;87;No;5;3;78.00.00
2;91;Yes;4;7;68.00.00
4;47;Yes;4;6;25.00.00
7;94;Yes;7;4;86.00.00
3;41;Yes;4;1;15.00
2;52;Yes;4;5;28.00.00
2;79;No;9;0;58.00.00
1;96;No;7;6;72.00.00
5;60;No;7;8;45.00.00
6;70;No;7;4;59.00.00
6;91;No;8;4;78.00.00
9;87;Yes;7;6;84.00.00
4;75;Yes;9;4;56.00.00
1;87;No;8;9;62.00.00
6;91;Yes;5;3;78.00.00
5;77;Yes;8;0;62.00.00
6;66;Yes;5;5;54.00.00
3;75;Yes;7;8;57.00.00
2;87;Yes;7;3;61.00.00
6;62;No;5;9;49.00.00
1;94;Yes;6;3;71.00.00
7;60;Yes;9;4;55.00.00
7;52;No;8;5;44.00.00
7;76;No;9;2;68.00.00
1;86;No;9;8;60.00.00
4;65;No;4;0;45.00.00
7;79;No;7;5;72.00.00
9;46;No;8;5;41.00.00
5;85;No;9;7;73.00.00
2;78;No;8;4;57.00.00
7;61;Yes;9;8;55.00.00
1;78;No;7;8;53.00.00
7;62;No;9;1;53.00.00
6;97;Yes;5;4;87.00.00
7;69;No;7;6;61.00.00
3;57;No;8;1;38.00.00
3;81;No;6;6;60.00.00
7;57;No;9;8;49.00.00
2;85;Yes;5;7;64.00.00
1;49;Yes;7;9;23.00
9;78;No;4;8;72.00.00
9;69;Yes;7;3;71.00.00
7;65;Yes;8;7;59.00.00
7;46;Yes;8;8;38.00.00
3;46;Yes;4;9;24.00.00
2;44;Yes;5;1;18.00
7;40;Yes;8;9;33.00.00
9;85;No;5;2;81.00.00
1;57;No;5;0;30.00.00
4;52;Yes;7;0;32.00.00
6;64;Yes;5;9;50.00.00
7;79;Yes;9;5;73.00.00
7;47;No;8;0;38.00.00
2;49;No;8;4;28.00.00
4;71;No;6;5;57.00.00
5;56;No;5;8;41.00.00
1;77;No;6;5;52.00.00
1;54;No;7;3;26.00.00
3;54;Yes;6;0;28.00.00
3;96;No;5;5;74.00.00
8;87;No;8;6;81.00.00
9;79;No;7;4;81.00.00
1;90;Yes;5;5;61.00.00
2;59;No;7;9;38.00.00
2;54;Yes;4;7;29.00.00
4;74;Yes;5;0;57.00.00
2;45;No;4;7;21.00
7;69;No;6;1;57.00.00
9;96;No;5;1;94.00.00
7;47;Yes;4;7;39.00.00
6;70;No;9;1;59.00.00
1;87;Yes;8;7;64.00.00
9;86;Yes;6;4;83.00.00
5;71;No;5;8;53.00.00
5;84;No;5;8;70.00.00
6;97;No;8;7;92.00.00
9;91;Yes;8;8;92.00.00
8;54;No;4;6;47.00.00
8;57;Yes;4;7;51.00.00
8;52;No;4;5;45.00.00
1;63;Yes;7;8;34.00.00
1;79;No;6;1;50.00.00
8;53;No;5;2;45.00.00
5;67;Yes;6;1;54.00.00
9;50;Yes;8;5;52.00.00
2;45;No;9;2;20.00
9;95;Yes;6;0;93.00.00
8;64;Yes;6;3;53.00.00
9;40;Yes;4;4;35.00.00
4;64;Yes;8;3;48.00.00
1;41;No;6;5;18.00
1;71;Yes;5;2;43.00.00
5;52;No;4;9;36.00.00
2;72;No;6;5;51.00.00
8;71;No;8;9;65.00.00
5;95;Yes;9;0;81.00.00
5;63;No;5;5;45.00.00
2;66;No;9;7;46.00.00
7;43;No;8;9;32.00.00
8;63;No;8;7;60.00.00
1;62;No;8;0;33.00.00
2;68;Yes;9;6;45.00.00
4;73;No;7;9;54.00.00
5;60;Yes;5;9;46.00.00
2;69;No;8;3;49.00.00
1;65;No;7;5;38.00.00
9;59;Yes;4;5;53.00.00
1;55;Yes;7;4;30.00.00
4;42;No;4;9;24.00.00
2;88;No;9;8;69.00.00
4;76;No;7;9;57.00.00
8;97;No;9;7;94.00.00
8;79;No;8;5;77.00.00
9;83;Yes;7;3;79.00.00
5;64;No;7;3;50.00.00
7;62;No;8;8;52.00.00
3;83;Yes;4;3;64.00.00
4;98;Yes;8;6;86.00.00
9;40;No;5;5;33.00.00
1;72;Yes;7;1;47.00.00
2;54;Yes;5;4;31.00.00
5;56;Yes;8;2;42.00.00
3;73;No;9;8;54.00.00
2;56;No;8;9;33.00.00
1;91;No;6;0;61.00.00
3;97;Yes;5;9;78.00.00
1;80;No;6;3;55.00.00
1;83;No;5;3;59.00.00
1;43;Yes;9;8;20.00
8;52;No;6;0;43.00.00
3;43;Yes;6;1;19.00
1;46;Yes;5;0;17.00
7;85;Yes;8;0;73.00.00
3;98;Yes;4;0;72.00.00
8;48;No;8;2;39.00.00
4;62;No;4;3;44.00.00
4;72;No;5;9;52.00.00
5;72;Yes;7;1;58.00.00
6;59;No;8;0;45.00.00
7;43;No;6;4;36.00.00
4;40;Yes;8;5;22.00
8;93;Yes;5;1;86.00.00
6;81;No;7;2;68.00.00
1;73;Yes;7;9;47.00.00
1;66;No;8;2;40.00.00
9;60;Yes;8;1;58.00.00
6;63;Yes;9;3;53.00.00
8;54;No;8;4;46.00.00
7;74;Yes;5;7;66.00.00
6;64;Yes;4;5;49.00.00
4;94;Yes;9;8;77.00.00
7;48;No;4;2;36.00.00
9;56;No;6;9;55.00.00
7;60;No;5;8;49.00.00
1;99;Yes;9;3;76.00.00
9;52;Yes;7;7;45.00.00
4;42;Yes;9;9;28.00.00
3;43;Yes;6;6;25.00.00
4;43;No;7;6;27.00.00
4;82;No;9;8;67.00.00
2;67;Yes;7;9;44.00.00
1;46;No;8;1;18.00
1;65;No;7;4;37.00.00
8;50;No;9;2;43.00.00
2;63;Yes;7;6;43.00.00
5;82;No;5;2;66.00.00
4;49;No;8;4;34.00.00
8;76;No;8;4;77.00.00
2;52;No;6;1;31.00.00
9;83;No;8;0;80.00.00
7;81;Yes;4;5;71.00.00
7;78;No;5;0;69.00.00
1;58;No;6;8;34.00.00
2;90;Yes;4;9;69.00.00
4;58;No;7;4;44.00.00
4;51;Yes;4;0;30.00.00
3;91;Yes;6;7;73.00.00
7;61;Yes;8;0;52.00.00
8;86;Yes;5;3;81.00.00
2;76;No;6;6;52.00.00
4;95;No;4;3;77.00.00
3;69;Yes;4;4;44.00.00
2;85;No;6;6;62.00.00
6;51;Yes;9;3;44.00.00
4;68;No;9;4;51.00.00
6;60;No;6;6;48.00.00
2;50;Yes;9;0;30.00.00
4;99;No;6;2;82.00.00
6;76;Yes;8;0;61.00.00
5;87;No;6;2;72.00.00
3;97;No;7;1;78.00.00
8;57;No;5;4;53.00.00
7;83;Yes;5;9;78.00.00
3;98;Yes;7;4;79.00.00
6;66;Yes;4;9;56.00.00
4;76;No;4;8;58.00.00
5;87;Yes;4;7;72.00.00
5;51;Yes;4;2;37.00.00
7;62;Yes;8;0;56.00.00
5;73;No;7;4;59.00.00
3;77;No;5;2;54.00.00
5;62;No;7;4;47.00.00
7;92;No;5;8;84.00.00
5;64;Yes;4;0;50.00.00
5;43;No;8;0;27.00.00
9;69;Yes;6;8;67.00.00
3;69;No;6;2;48.00.00
6;52;Yes;9;9;42.00.00
1;81;Yes;4;4;55.00.00
5;88;No;4;8;73.00.00
8;53;Yes;7;4;46.00.00
5;95;Yes;8;2;81.00.00
9;86;Yes;8;8;82.00.00
6;47;Yes;7;6;35.00.00
8;94;No;8;6;92.00.00
8;63;No;8;7;59.00.00
3;57;Yes;6;4;35.00.00
7;74;No;8;1;65.00.00
7;64;Yes;4;8;53.00.00
6;56;Yes;6;2;45.00.00
7;71;No;4;1;61.00.00
2;95;Yes;4;9;74.00.00
9;63;No;7;9;60.00.00
1;46;Yes;9;4;23.00
1;52;No;8;7;25.00.00
3;66;No;8;2;45.00.00
3;87;Yes;8;5;68.00.00
1;44;No;8;8;21.00
7;75;Yes;6;1;65.00.00
4;65;No;5;7;45.00.00
2;81;Yes;4;9;58.00.00
5;84;No;9;6;76.00.00
6;70;No;9;2;57.00.00
9;49;No;5;0;46.00.00
4;85;Yes;5;5;68.00.00
2;65;No;5;1;40.00.00
5;61;Yes;6;2;45.00.00
3;51;No;5;4;31.00.00
2;71;No;6;7;50.00.00
1;66;Yes;7;1;43.00.00
2;72;No;7;5;50.00.00
6;92;Yes;9;0;80.00.00
8;91;Yes;7;6;90.00.00
3;59;Yes;6;3;38.00.00
9;78;Yes;6;0;73.00.00
9;80;Yes;4;8;78.00.00
2;79;No;5;8;54.00.00
8;98;Yes;8;2;92.00.00
5;52;No;8;5;39.00.00
4;53;Yes;5;6;41.00.00
5;83;Yes;8;3;71.00.00
4;79;No;8;5;65.00.00
8;92;No;8;8;87.00.00
4;61;Yes;9;9;47.00.00
6;57;Yes;6;5;42.00.00
2;87;No;6;6;62.00.00
5;68;No;6;5;54.00.00
6;82;Yes;5;6;71.00.00
5;55;Yes;7;0;42.00.00
2;85;Yes;9;5;64.00.00
7;74;No;9;8;70.00.00
4;92;Yes;8;2;77.00.00
8;73;No;4;5;62.00.00
7;42;No;6;3;28.00.00
7;43;Yes;9;6;36.00.00
9;93;Yes;9;6;92.00.00
1;44;No;4;8;18.00
6;49;Yes;8;3;37.00.00
6;91;Yes;9;7;81.00.00
6;68;No;9;7;57.00.00
6;71;Yes;7;7;61.00.00
7;70;No;4;7;62.00.00
6;41;No;8;5;27.00.00
1;51;Yes;8;7;26.00.00
3;66;No;6;5;48.00.00
2;44;No;7;9;18.00
6;76;Yes;8;1;66.00.00
8;66;No;7;2;59.00.00
3;62;Yes;6;5;41.00.00
8;72;No;4;6;64.00.00
8;43;No;9;3;40.00.00
5;98;No;9;0;84.00.00
8;60;No;5;3;51.00.00
6;63;No;5;5;49.00.00
5;83;No;5;7;67.00.00
9;70;No;9;3;70.00.00
7;83;Yes;7;9;75.00.00
8;87;No;5;0;80.00.00
1;63;Yes;4;4;35.00.00
2;88;No;8;6;65.00.00
8;92;No;7;5;86.00.00
9;49;Yes;9;2;45.00.00
4;88;Yes;4;6;69.00.00
9;88;Yes;9;3;86.00.00
4;89;No;7;4;75.00.00
9;41;Yes;7;6;39.00.00
7;70;No;7;1;59.00.00
2;64;No;6;3;42.00.00
9;43;Yes;8;3;42.00.00
4;90;No;5;5;70.00.00
8;50;Yes;6;6;48.00.00
7;56;Yes;8;3;49.00.00
7;83;Yes;9;9;78.00.00
8;41;Yes;5;0;34.00.00
1;45;No;6;0;18.00
5;48;No;6;4;33.00.00
2;44;Yes;4;0;20.00
2;59;Yes;6;2;35.00.00
1;68;No;7;8;46.00.00
5;60;No;9;2;42.00.00
2;48;Yes;6;2;23.00
4;67;No;7;8;51.00.00
3;94;No;8;4;75.00.00
3;47;No;8;7;27.00.00
2;70;No;7;9;48.00.00
6;59;Yes;4;8;45.00.00
2;66;No;4;5;40.00.00
8;47;Yes;8;6;42.00.00
8;93;Yes;9;6;90.00.00
5;60;Yes;6;6;45.00.00
7;67;No;8;3;55.00.00
4;62;No;8;1;45.00.00
1;45;Yes;7;1;20.00
2;42;No;4;6;15.00
4;44;Yes;9;9;28.00.00
1;48;Yes;7;6;25.00.00
8;46;No;8;9;39.00.00
9;99;No;5;6;96.00.00
4;43;No;6;7;24.00.00
3;78;Yes;8;2;63.00.00
2;44;Yes;7;4;19.00
5;50;No;5;5;31.00.00
3;54;Yes;5;7;35.00.00
7;73;Yes;8;7;65.00.00
6;52;Yes;9;9;41.00.00
1;93;No;4;2;65.00.00
8;87;No;5;3;83.00.00
2;46;No;6;5;22.00
5;79;Yes;7;3;68.00.00
9;45;No;7;9;40.00.00
8;95;Yes;7;3;92.00.00
2;78;Yes;8;4;54.00.00
9;89;Yes;7;9;90.00.00
5;69;No;7;6;57.00.00
6;61;Yes;6;1;47.00.00
3;64;No;4;1;43.00.00
3;67;Yes;9;9;50.00.00
8;93;No;8;8;91.00.00
2;59;No;8;3;34.00.00
2;78;No;7;4;54.00.00
5;42;No;6;2;26.00.00
6;44;No;5;1;34.00.00
2;40;No;7;9;18.00
5;54;No;7;7;38.00.00
7;65;No;8;3;57.00.00
8;42;Yes;8;0;34.00.00
7;79;Yes;7;5;68.00.00
8;96;Yes;8;5;92.00.00
9;80;Yes;6;1;77.00.00
5;86;Yes;5;1;71.00.00
5;81;No;5;7;67.00.00
4;73;No;5;6;59.00.00
9;91;No;7;1;91.00.00
5;44;No;9;9;29.00.00
2;70;No;7;0;48.00.00
8;90;Yes;7;7;90.00.00
7;52;Yes;6;9;48.00.00
8;82;No;5;1;77.00.00
3;40;Yes;8;4;20.00
4;61;Yes;8;5;42.00.00
5;54;No;4;9;37.00.00
6;65;No;4;0;52.00.00
1;57;Yes;9;1;33.00.00
4;87;Yes;8;9;72.00.00
5;48;No;5;3;34.00.00
7;40;Yes;7;1;33.00.00
5;82;No;8;5;71.00.00
1;48;Yes;9;3;25.00.00
7;62;Yes;9;2;55.00.00
8;82;No;8;5;76.00.00
7;84;Yes;4;8;76.00.00
4;97;No;5;7;81.00.00
8;41;Yes;8;1;35.00.00
5;53;Yes;7;2;35.00.00
9;77;No;7;1;74.00.00
5;79;Yes;6;9;66.00.00
1;57;No;7;6;31.00.00
9;55;No;8;8;54.00.00
5;92;Yes;8;0;79.00.00
6;68;No;7;2;58.00.00
4;83;No;4;5;66.00.00
6;50;No;5;3;36.00.00
8;45;Yes;9;9;44.00.00
3;42;No;8;9;26.00.00
5;53;No;7;0;37.00.00
2;99;Yes;9;8;82.00.00
2;41;No;7;6;18.00
7;71;No;8;6;66.00.00
6;70;No;6;0;60.00.00
4;50;Yes;5;8;32.00.00
5;61;Yes;8;7;51.00.00
1;42;Yes;9;9;18.00
7;89;Yes;7;4;82.00.00
8;70;Yes;6;3;66.00.00
9;72;Yes;8;0;69.00.00
8;63;No;5;8;59.00.00
5;40;Yes;6;7;26.00.00
3;83;Yes;9;1;63.00.00
9;54;Yes;7;3;52.00.00
6;76;Yes;4;3;66.00.00
5;66;No;5;6;51.00.00
3;77;No;6;2;54.00.00
6;87;Yes;8;7;77.00.00
3;66;No;8;6;45.00.00
6;83;Yes;6;9;77.00.00
4;51;No;8;3;32.00.00
